Action: Buy Fuel create...
Action: Buy Item create...
Action: Select Spaceship create...
Action: Sell Item created...
Action: Planning Travel created...
Action: Select Planet created...


Player Nuri Can is created...
---[PlayerImpl{m_name='Nuri Can', m_currentMoney=1000000.0
m_spaceShip=null
m_currentPlanet=null}]

Player John is created...
---[PlayerImpl{m_name='John', m_currentMoney=1000000.0
m_spaceShip=null
m_currentPlanet=null}]

Player Anastasia is created...
---[PlayerImpl{m_name='Anastasia', m_currentMoney=1000000.0
m_spaceShip=null
m_currentPlanet=null}]


Blackhole PKS B1424-418 is created....

Galaxy Cartwheel is created...

-----Planets are creating...

Commodity{m_name='Lithium', m_unitVolume=10, m_decayRatio=0.59, m_currentSupplyAmount=226, m_unitBuyPrice=430.98, m_unitSellPrice=330.98} is created...
Commodity{m_name='Beryllium', m_unitVolume=12, m_decayRatio=0.49, m_currentSupplyAmount=248, m_unitBuyPrice=935.7, m_unitSellPrice=835.7} is created...
Commodity{m_name='Uranium', m_unitVolume=11, m_decayRatio=0.36, m_currentSupplyAmount=227, m_unitBuyPrice=789.92, m_unitSellPrice=689.92} is created...
Commodity{m_name='Thorium', m_unitVolume=8, m_decayRatio=0.31, m_currentSupplyAmount=295, m_unitBuyPrice=1041.38, m_unitSellPrice=941.3800000000001} is created...
Commodity{m_name='Plutonium', m_unitVolume=11, m_decayRatio=0.59, m_currentSupplyAmount=282, m_unitBuyPrice=393.71, m_unitSellPrice=293.71} is created...
Commodity{m_name='Neptunium', m_unitVolume=6, m_decayRatio=0.38, m_currentSupplyAmount=164, m_unitBuyPrice=1183.27, m_unitSellPrice=1083.27} is created...
Commodity{m_name='Radium', m_unitVolume=12, m_decayRatio=0.63, m_currentSupplyAmount=151, m_unitBuyPrice=364.14, m_unitSellPrice=264.14} is created...
Commodity{m_name='Neon', m_unitVolume=13, m_decayRatio=0.35, m_currentSupplyAmount=267, m_unitBuyPrice=1280.36, m_unitSellPrice=1180.36} is created...
Commodity{m_name='Argon', m_unitVolume=8, m_decayRatio=0.47, m_currentSupplyAmount=286, m_unitBuyPrice=493.15, m_unitSellPrice=393.15} is created...
Commodity{m_name='Krypton', m_unitVolume=10, m_decayRatio=0.27, m_currentSupplyAmount=200, m_unitBuyPrice=310.02, m_unitSellPrice=210.01999999999998} is created...
Commodity{m_name='Xenon', m_unitVolume=14, m_decayRatio=0.24, m_currentSupplyAmount=236, m_unitBuyPrice=652.87, m_unitSellPrice=552.87} is created...
Commodity{m_name='Nitrogen', m_unitVolume=7, m_decayRatio=0.3, m_currentSupplyAmount=285, m_unitBuyPrice=909.32, m_unitSellPrice=809.32} is created...
Commodity{m_name='Carbon Dioxide', m_unitVolume=7, m_decayRatio=0.69, m_currentSupplyAmount=292, m_unitBuyPrice=482.01, m_unitSellPrice=382.01} is created...
Commodity{m_name='Methane', m_unitVolume=10, m_decayRatio=0.42, m_currentSupplyAmount=246, m_unitBuyPrice=1126.04, m_unitSellPrice=1026.04} is created...
Commodity{m_name='Ammonia', m_unitVolume=8, m_decayRatio=0.57, m_currentSupplyAmount=254, m_unitBuyPrice=748.39, m_unitSellPrice=648.39} is created...
Commodity{m_name='Sulfur', m_unitVolume=14, m_decayRatio=0.4, m_currentSupplyAmount=222, m_unitBuyPrice=433.02, m_unitSellPrice=333.02} is created...
Commodity{m_name='Chlorine', m_unitVolume=12, m_decayRatio=0.57, m_currentSupplyAmount=213, m_unitBuyPrice=1387.54, m_unitSellPrice=1287.54} is created...
Commodity{m_name='Sodium', m_unitVolume=5, m_decayRatio=0.35, m_currentSupplyAmount=166, m_unitBuyPrice=1268.77, m_unitSellPrice=1168.77} is created...
Commodity{m_name='Potassium', m_unitVolume=6, m_decayRatio=0.37, m_currentSupplyAmount=284, m_unitBuyPrice=382.11, m_unitSellPrice=282.11} is created...
Commodity{m_name='Magnesium', m_unitVolume=11, m_decayRatio=0.65, m_currentSupplyAmount=299, m_unitBuyPrice=459.75, m_unitSellPrice=359.75} is created...
Commodity{m_name='Calcium', m_unitVolume=8, m_decayRatio=0.41, m_currentSupplyAmount=195, m_unitBuyPrice=928.15, m_unitSellPrice=828.15} is created...
Commodity{m_name='Phosphorus', m_unitVolume=10, m_decayRatio=0.33, m_currentSupplyAmount=189, m_unitBuyPrice=460.61, m_unitSellPrice=360.61} is created...
Commodity{m_name='Selenium', m_unitVolume=9, m_decayRatio=0.34, m_currentSupplyAmount=192, m_unitBuyPrice=1375.68, m_unitSellPrice=1275.68} is created...
Commodity{m_name='Fluorine', m_unitVolume=13, m_decayRatio=0.55, m_currentSupplyAmount=209, m_unitBuyPrice=1125.4, m_unitSellPrice=1025.4} is created...
Commodity{m_name='Bromine', m_unitVolume=7, m_decayRatio=0.22, m_currentSupplyAmount=202, m_unitBuyPrice=965.99, m_unitSellPrice=865.99} is created...
Commodity{m_name='Iodine', m_unitVolume=11, m_decayRatio=0.5, m_currentSupplyAmount=227, m_unitBuyPrice=438.41, m_unitSellPrice=338.41} is created...
Commodity{m_name='Lithium', m_unitVolume=9, m_decayRatio=0.55, m_currentSupplyAmount=197, m_unitBuyPrice=921.7, m_unitSellPrice=821.7} is created...
Commodity{m_name='Rubidium', m_unitVolume=9, m_decayRatio=0.55, m_currentSupplyAmount=252, m_unitBuyPrice=1066.3, m_unitSellPrice=966.3} is created...
Commodity{m_name='Cesium', m_unitVolume=14, m_decayRatio=0.22, m_currentSupplyAmount=227, m_unitBuyPrice=346.64, m_unitSellPrice=246.64} is created...
Commodity{m_name='Boron', m_unitVolume=9, m_decayRatio=0.42, m_currentSupplyAmount=216, m_unitBuyPrice=789.8, m_unitSellPrice=689.8} is created...
Commodity{m_name='Silicon', m_unitVolume=6, m_decayRatio=0.41, m_currentSupplyAmount=167, m_unitBuyPrice=1157.96, m_unitSellPrice=1057.96} is created...
Commodity{m_name='Germanium', m_unitVolume=6, m_decayRatio=0.27, m_currentSupplyAmount=283, m_unitBuyPrice=375.99, m_unitSellPrice=275.99} is created...
Commodity{m_name='Arsenic', m_unitVolume=14, m_decayRatio=0.28, m_currentSupplyAmount=185, m_unitBuyPrice=617.58, m_unitSellPrice=517.58} is created...
Commodity{m_name='Antimony', m_unitVolume=11, m_decayRatio=0.56, m_currentSupplyAmount=218, m_unitBuyPrice=545.55, m_unitSellPrice=445.54999999999995} is created...
Commodity{m_name='Bismuth', m_unitVolume=7, m_decayRatio=0.42, m_currentSupplyAmount=221, m_unitBuyPrice=1469.49, m_unitSellPrice=1369.49} is created...
Commodity{m_name='Cadmium', m_unitVolume=12, m_decayRatio=0.23, m_currentSupplyAmount=254, m_unitBuyPrice=765.85, m_unitSellPrice=665.85} is created...
Commodity{m_name='Gallium', m_unitVolume=5, m_decayRatio=0.52, m_currentSupplyAmount=196, m_unitBuyPrice=1441.14, m_unitSellPrice=1341.14} is created...
Commodity{m_name='Indium', m_unitVolume=10, m_decayRatio=0.34, m_currentSupplyAmount=188, m_unitBuyPrice=229.87, m_unitSellPrice=129.87} is created...
Commodity{m_name='Thallium', m_unitVolume=9, m_decayRatio=0.48, m_currentSupplyAmount=189, m_unitBuyPrice=1208.72, m_unitSellPrice=1108.72} is created...
Commodity{m_name='Lanthanum', m_unitVolume=14, m_decayRatio=0.63, m_currentSupplyAmount=297, m_unitBuyPrice=199.77, m_unitSellPrice=99.77000000000001} is created...
Commodity{m_name='Cerium', m_unitVolume=12, m_decayRatio=0.28, m_currentSupplyAmount=215, m_unitBuyPrice=354.49, m_unitSellPrice=254.49} is created...
Commodity{m_name='Praseodymium', m_unitVolume=7, m_decayRatio=0.66, m_currentSupplyAmount=245, m_unitBuyPrice=259.93, m_unitSellPrice=159.93} is created...
Commodity{m_name='Neodymium', m_unitVolume=10, m_decayRatio=0.47, m_currentSupplyAmount=151, m_unitBuyPrice=416.47, m_unitSellPrice=316.47} is created...
Commodity{m_name='Promethium', m_unitVolume=13, m_decayRatio=0.29, m_currentSupplyAmount=202, m_unitBuyPrice=1207.17, m_unitSellPrice=1107.17} is created...
Commodity{m_name='Samarium', m_unitVolume=6, m_decayRatio=0.54, m_currentSupplyAmount=211, m_unitBuyPrice=223.32, m_unitSellPrice=123.32} is created...
Commodity{m_name='Europium', m_unitVolume=6, m_decayRatio=0.62, m_currentSupplyAmount=200, m_unitBuyPrice=1192.71, m_unitSellPrice=1092.71} is created...
Commodity{m_name='Gadolinium', m_unitVolume=8, m_decayRatio=0.48, m_currentSupplyAmount=240, m_unitBuyPrice=545.16, m_unitSellPrice=445.15999999999997} is created...
Commodity{m_name='Terbium', m_unitVolume=13, m_decayRatio=0.32, m_currentSupplyAmount=282, m_unitBuyPrice=926.56, m_unitSellPrice=826.56} is created...
Commodity{m_name='Dysprosium', m_unitVolume=9, m_decayRatio=0.45, m_currentSupplyAmount=252, m_unitBuyPrice=635.51, m_unitSellPrice=535.51} is created...
Commodity{m_name='Holmium', m_unitVolume=6, m_decayRatio=0.66, m_currentSupplyAmount=160, m_unitBuyPrice=1273.71, m_unitSellPrice=1173.71} is created...
Commodity{m_name='Erbium', m_unitVolume=6, m_decayRatio=0.49, m_currentSupplyAmount=235, m_unitBuyPrice=427.12, m_unitSellPrice=327.12} is created...
Commodity{m_name='Thulium', m_unitVolume=7, m_decayRatio=0.67, m_currentSupplyAmount=198, m_unitBuyPrice=518.6, m_unitSellPrice=418.6} is created...
Commodity{m_name='Ytterbium', m_unitVolume=14, m_decayRatio=0.37, m_currentSupplyAmount=173, m_unitBuyPrice=260.37, m_unitSellPrice=160.37} is created...



---------Market Stardust Mall is created...

Planet Gonggong is created...

Commodity{m_name='Lithium', m_unitVolume=6, m_decayRatio=0.34, m_currentSupplyAmount=208, m_unitBuyPrice=995.65, m_unitSellPrice=895.65} is created...
Commodity{m_name='Titanium', m_unitVolume=8, m_decayRatio=0.63, m_currentSupplyAmount=244, m_unitBuyPrice=465.27, m_unitSellPrice=365.27} is created...
Commodity{m_name='Platinum', m_unitVolume=10, m_decayRatio=0.61, m_currentSupplyAmount=243, m_unitBuyPrice=1300.77, m_unitSellPrice=1200.77} is created...
Commodity{m_name='Gold', m_unitVolume=6, m_decayRatio=0.22, m_currentSupplyAmount=243, m_unitBuyPrice=1410.74, m_unitSellPrice=1310.74} is created...
Commodity{m_name='Silver', m_unitVolume=13, m_decayRatio=0.64, m_currentSupplyAmount=195, m_unitBuyPrice=979.89, m_unitSellPrice=879.89} is created...
Commodity{m_name='Helium-3', m_unitVolume=12, m_decayRatio=0.5, m_currentSupplyAmount=164, m_unitBuyPrice=417.39, m_unitSellPrice=317.39} is created...
Commodity{m_name='Water', m_unitVolume=7, m_decayRatio=0.46, m_currentSupplyAmount=207, m_unitBuyPrice=204.26, m_unitSellPrice=104.25999999999999} is created...
Commodity{m_name='Food', m_unitVolume=12, m_decayRatio=0.47, m_currentSupplyAmount=295, m_unitBuyPrice=704.19, m_unitSellPrice=604.19} is created...
Commodity{m_name='Oxygen', m_unitVolume=6, m_decayRatio=0.49, m_currentSupplyAmount=229, m_unitBuyPrice=1296.53, m_unitSellPrice=1196.53} is created...
Commodity{m_name='Hydrogen', m_unitVolume=12, m_decayRatio=0.58, m_currentSupplyAmount=247, m_unitBuyPrice=567.35, m_unitSellPrice=467.35} is created...
Commodity{m_name='Carbon', m_unitVolume=11, m_decayRatio=0.39, m_currentSupplyAmount=254, m_unitBuyPrice=1373.12, m_unitSellPrice=1273.12} is created...
Commodity{m_name='Iron', m_unitVolume=13, m_decayRatio=0.53, m_currentSupplyAmount=298, m_unitBuyPrice=1482.99, m_unitSellPrice=1382.99} is created...
Commodity{m_name='Copper', m_unitVolume=13, m_decayRatio=0.65, m_currentSupplyAmount=235, m_unitBuyPrice=154.92, m_unitSellPrice=54.91999999999999} is created...
Commodity{m_name='Nickel', m_unitVolume=10, m_decayRatio=0.57, m_currentSupplyAmount=215, m_unitBuyPrice=923.35, m_unitSellPrice=823.35} is created...
Commodity{m_name='Aluminum', m_unitVolume=6, m_decayRatio=0.26, m_currentSupplyAmount=231, m_unitBuyPrice=262.31, m_unitSellPrice=162.31} is created...
Commodity{m_name='Tungsten', m_unitVolume=13, m_decayRatio=0.68, m_currentSupplyAmount=228, m_unitBuyPrice=415.0, m_unitSellPrice=315.0} is created...
Commodity{m_name='Palladium', m_unitVolume=9, m_decayRatio=0.61, m_currentSupplyAmount=212, m_unitBuyPrice=1079.97, m_unitSellPrice=979.97} is created...
Commodity{m_name='Rhodium', m_unitVolume=14, m_decayRatio=0.44, m_currentSupplyAmount=229, m_unitBuyPrice=524.85, m_unitSellPrice=424.85} is created...
Commodity{m_name='Iridium', m_unitVolume=6, m_decayRatio=0.53, m_currentSupplyAmount=156, m_unitBuyPrice=619.18, m_unitSellPrice=519.18} is created...
Commodity{m_name='Cobalt', m_unitVolume=9, m_decayRatio=0.25, m_currentSupplyAmount=210, m_unitBuyPrice=950.26, m_unitSellPrice=850.26} is created...
Commodity{m_name='Mercury', m_unitVolume=11, m_decayRatio=0.28, m_currentSupplyAmount=226, m_unitBuyPrice=978.82, m_unitSellPrice=878.82} is created...
Commodity{m_name='Lead', m_unitVolume=7, m_decayRatio=0.69, m_currentSupplyAmount=225, m_unitBuyPrice=632.75, m_unitSellPrice=532.75} is created...
Commodity{m_name='Zinc', m_unitVolume=10, m_decayRatio=0.7, m_currentSupplyAmount=204, m_unitBuyPrice=504.88, m_unitSellPrice=404.88} is created...
Commodity{m_name='Tin', m_unitVolume=13, m_decayRatio=0.41, m_currentSupplyAmount=225, m_unitBuyPrice=377.53, m_unitSellPrice=277.53} is created...
Commodity{m_name='Beryllium', m_unitVolume=10, m_decayRatio=0.49, m_currentSupplyAmount=174, m_unitBuyPrice=904.22, m_unitSellPrice=804.22} is created...
Commodity{m_name='Uranium', m_unitVolume=9, m_decayRatio=0.59, m_currentSupplyAmount=291, m_unitBuyPrice=658.79, m_unitSellPrice=558.79} is created...
Commodity{m_name='Thorium', m_unitVolume=11, m_decayRatio=0.28, m_currentSupplyAmount=232, m_unitBuyPrice=280.84, m_unitSellPrice=180.83999999999997} is created...
Commodity{m_name='Plutonium', m_unitVolume=13, m_decayRatio=0.65, m_currentSupplyAmount=237, m_unitBuyPrice=176.29, m_unitSellPrice=76.28999999999999} is created...
Commodity{m_name='Neptunium', m_unitVolume=6, m_decayRatio=0.34, m_currentSupplyAmount=292, m_unitBuyPrice=1085.54, m_unitSellPrice=985.54} is created...
Commodity{m_name='Radium', m_unitVolume=10, m_decayRatio=0.42, m_currentSupplyAmount=237, m_unitBuyPrice=216.29, m_unitSellPrice=116.28999999999999} is created...
Commodity{m_name='Neon', m_unitVolume=12, m_decayRatio=0.58, m_currentSupplyAmount=276, m_unitBuyPrice=1452.2, m_unitSellPrice=1352.2} is created...
Commodity{m_name='Argon', m_unitVolume=14, m_decayRatio=0.4, m_currentSupplyAmount=224, m_unitBuyPrice=447.05, m_unitSellPrice=347.05} is created...
Commodity{m_name='Krypton', m_unitVolume=11, m_decayRatio=0.7, m_currentSupplyAmount=204, m_unitBuyPrice=719.96, m_unitSellPrice=619.96} is created...
Commodity{m_name='Xenon', m_unitVolume=13, m_decayRatio=0.41, m_currentSupplyAmount=262, m_unitBuyPrice=1360.54, m_unitSellPrice=1260.54} is created...
Commodity{m_name='Nitrogen', m_unitVolume=11, m_decayRatio=0.6, m_currentSupplyAmount=160, m_unitBuyPrice=569.06, m_unitSellPrice=469.05999999999995} is created...
Commodity{m_name='Carbon Dioxide', m_unitVolume=7, m_decayRatio=0.41, m_currentSupplyAmount=283, m_unitBuyPrice=856.71, m_unitSellPrice=756.71} is created...
Commodity{m_name='Methane', m_unitVolume=11, m_decayRatio=0.35, m_currentSupplyAmount=172, m_unitBuyPrice=697.59, m_unitSellPrice=597.59} is created...
Commodity{m_name='Ammonia', m_unitVolume=14, m_decayRatio=0.22, m_currentSupplyAmount=270, m_unitBuyPrice=671.94, m_unitSellPrice=571.94} is created...
Commodity{m_name='Sulfur', m_unitVolume=6, m_decayRatio=0.56, m_currentSupplyAmount=207, m_unitBuyPrice=689.68, m_unitSellPrice=589.68} is created...
Commodity{m_name='Chlorine', m_unitVolume=7, m_decayRatio=0.48, m_currentSupplyAmount=242, m_unitBuyPrice=300.01, m_unitSellPrice=200.01} is created...
Commodity{m_name='Sodium', m_unitVolume=12, m_decayRatio=0.43, m_currentSupplyAmount=167, m_unitBuyPrice=1277.23, m_unitSellPrice=1177.23} is created...
Commodity{m_name='Potassium', m_unitVolume=6, m_decayRatio=0.67, m_currentSupplyAmount=247, m_unitBuyPrice=436.18, m_unitSellPrice=336.18} is created...
Commodity{m_name='Magnesium', m_unitVolume=10, m_decayRatio=0.29, m_currentSupplyAmount=219, m_unitBuyPrice=1432.36, m_unitSellPrice=1332.36} is created...
Commodity{m_name='Calcium', m_unitVolume=13, m_decayRatio=0.64, m_currentSupplyAmount=270, m_unitBuyPrice=497.16, m_unitSellPrice=397.16} is created...
Commodity{m_name='Phosphorus', m_unitVolume=11, m_decayRatio=0.23, m_currentSupplyAmount=162, m_unitBuyPrice=1365.66, m_unitSellPrice=1265.66} is created...
Commodity{m_name='Selenium', m_unitVolume=7, m_decayRatio=0.62, m_currentSupplyAmount=248, m_unitBuyPrice=1099.86, m_unitSellPrice=999.8599999999999} is created...
Commodity{m_name='Fluorine', m_unitVolume=9, m_decayRatio=0.45, m_currentSupplyAmount=201, m_unitBuyPrice=164.63, m_unitSellPrice=64.63} is created...
Commodity{m_name='Bromine', m_unitVolume=13, m_decayRatio=0.59, m_currentSupplyAmount=253, m_unitBuyPrice=1208.43, m_unitSellPrice=1108.43} is created...
Commodity{m_name='Iodine', m_unitVolume=10, m_decayRatio=0.22, m_currentSupplyAmount=250, m_unitBuyPrice=962.57, m_unitSellPrice=862.57} is created...
Commodity{m_name='Lithium', m_unitVolume=12, m_decayRatio=0.41, m_currentSupplyAmount=284, m_unitBuyPrice=934.36, m_unitSellPrice=834.36} is created...
Commodity{m_name='Rubidium', m_unitVolume=6, m_decayRatio=0.52, m_currentSupplyAmount=289, m_unitBuyPrice=667.35, m_unitSellPrice=567.35} is created...
Commodity{m_name='Cesium', m_unitVolume=13, m_decayRatio=0.45, m_currentSupplyAmount=273, m_unitBuyPrice=416.09, m_unitSellPrice=316.09} is created...
Commodity{m_name='Boron', m_unitVolume=11, m_decayRatio=0.69, m_currentSupplyAmount=276, m_unitBuyPrice=1181.57, m_unitSellPrice=1081.57} is created...
Commodity{m_name='Silicon', m_unitVolume=13, m_decayRatio=0.36, m_currentSupplyAmount=198, m_unitBuyPrice=462.46, m_unitSellPrice=362.46} is created...
Commodity{m_name='Germanium', m_unitVolume=7, m_decayRatio=0.46, m_currentSupplyAmount=283, m_unitBuyPrice=589.13, m_unitSellPrice=489.13} is created...
Commodity{m_name='Arsenic', m_unitVolume=13, m_decayRatio=0.29, m_currentSupplyAmount=261, m_unitBuyPrice=671.1, m_unitSellPrice=571.1} is created...
Commodity{m_name='Antimony', m_unitVolume=12, m_decayRatio=0.22, m_currentSupplyAmount=231, m_unitBuyPrice=326.05, m_unitSellPrice=226.05} is created...
Commodity{m_name='Bismuth', m_unitVolume=6, m_decayRatio=0.58, m_currentSupplyAmount=247, m_unitBuyPrice=1123.2, m_unitSellPrice=1023.2} is created...
Commodity{m_name='Cadmium', m_unitVolume=9, m_decayRatio=0.48, m_currentSupplyAmount=285, m_unitBuyPrice=969.36, m_unitSellPrice=869.36} is created...
Commodity{m_name='Gallium', m_unitVolume=10, m_decayRatio=0.65, m_currentSupplyAmount=225, m_unitBuyPrice=276.96, m_unitSellPrice=176.95999999999998} is created...
Commodity{m_name='Indium', m_unitVolume=11, m_decayRatio=0.44, m_currentSupplyAmount=236, m_unitBuyPrice=595.2, m_unitSellPrice=495.20000000000005} is created...
Commodity{m_name='Thallium', m_unitVolume=13, m_decayRatio=0.49, m_currentSupplyAmount=268, m_unitBuyPrice=436.86, m_unitSellPrice=336.86} is created...
Commodity{m_name='Lanthanum', m_unitVolume=11, m_decayRatio=0.7, m_currentSupplyAmount=284, m_unitBuyPrice=851.79, m_unitSellPrice=751.79} is created...



---------Market Nebula Shop is created...

Planet Salacia is created...

Commodity{m_name='Lithium', m_unitVolume=13, m_decayRatio=0.51, m_currentSupplyAmount=196, m_unitBuyPrice=825.29, m_unitSellPrice=725.29} is created...
Commodity{m_name='Titanium', m_unitVolume=8, m_decayRatio=0.53, m_currentSupplyAmount=199, m_unitBuyPrice=228.07, m_unitSellPrice=128.07} is created...
Commodity{m_name='Platinum', m_unitVolume=6, m_decayRatio=0.35, m_currentSupplyAmount=296, m_unitBuyPrice=1383.23, m_unitSellPrice=1283.23} is created...
Commodity{m_name='Gold', m_unitVolume=14, m_decayRatio=0.65, m_currentSupplyAmount=256, m_unitBuyPrice=949.4, m_unitSellPrice=849.4} is created...
Commodity{m_name='Silver', m_unitVolume=11, m_decayRatio=0.27, m_currentSupplyAmount=234, m_unitBuyPrice=996.3, m_unitSellPrice=896.3} is created...
Commodity{m_name='Helium-3', m_unitVolume=13, m_decayRatio=0.37, m_currentSupplyAmount=278, m_unitBuyPrice=1423.75, m_unitSellPrice=1323.75} is created...
Commodity{m_name='Water', m_unitVolume=10, m_decayRatio=0.42, m_currentSupplyAmount=266, m_unitBuyPrice=860.4, m_unitSellPrice=760.4} is created...
Commodity{m_name='Food', m_unitVolume=10, m_decayRatio=0.3, m_currentSupplyAmount=261, m_unitBuyPrice=1236.96, m_unitSellPrice=1136.96} is created...
Commodity{m_name='Oxygen', m_unitVolume=12, m_decayRatio=0.52, m_currentSupplyAmount=289, m_unitBuyPrice=291.73, m_unitSellPrice=191.73000000000002} is created...
Commodity{m_name='Hydrogen', m_unitVolume=11, m_decayRatio=0.29, m_currentSupplyAmount=276, m_unitBuyPrice=398.79, m_unitSellPrice=298.79} is created...
Commodity{m_name='Carbon', m_unitVolume=6, m_decayRatio=0.58, m_currentSupplyAmount=248, m_unitBuyPrice=1042.5, m_unitSellPrice=942.5} is created...
Commodity{m_name='Iron', m_unitVolume=11, m_decayRatio=0.47, m_currentSupplyAmount=287, m_unitBuyPrice=712.06, m_unitSellPrice=612.06} is created...
Commodity{m_name='Copper', m_unitVolume=5, m_decayRatio=0.22, m_currentSupplyAmount=218, m_unitBuyPrice=569.83, m_unitSellPrice=469.83000000000004} is created...
Commodity{m_name='Nickel', m_unitVolume=11, m_decayRatio=0.27, m_currentSupplyAmount=267, m_unitBuyPrice=1277.59, m_unitSellPrice=1177.59} is created...
Commodity{m_name='Aluminum', m_unitVolume=14, m_decayRatio=0.63, m_currentSupplyAmount=160, m_unitBuyPrice=865.94, m_unitSellPrice=765.94} is created...
Commodity{m_name='Tungsten', m_unitVolume=7, m_decayRatio=0.68, m_currentSupplyAmount=212, m_unitBuyPrice=570.37, m_unitSellPrice=470.37} is created...
Commodity{m_name='Palladium', m_unitVolume=5, m_decayRatio=0.56, m_currentSupplyAmount=232, m_unitBuyPrice=1172.37, m_unitSellPrice=1072.37} is created...
Commodity{m_name='Rhodium', m_unitVolume=10, m_decayRatio=0.23, m_currentSupplyAmount=282, m_unitBuyPrice=283.46, m_unitSellPrice=183.45999999999998} is created...
Commodity{m_name='Iridium', m_unitVolume=11, m_decayRatio=0.36, m_currentSupplyAmount=287, m_unitBuyPrice=1197.17, m_unitSellPrice=1097.17} is created...
Commodity{m_name='Cobalt', m_unitVolume=8, m_decayRatio=0.42, m_currentSupplyAmount=196, m_unitBuyPrice=773.08, m_unitSellPrice=673.08} is created...
Commodity{m_name='Mercury', m_unitVolume=6, m_decayRatio=0.23, m_currentSupplyAmount=255, m_unitBuyPrice=296.37, m_unitSellPrice=196.37} is created...
Commodity{m_name='Lead', m_unitVolume=8, m_decayRatio=0.53, m_currentSupplyAmount=274, m_unitBuyPrice=510.42, m_unitSellPrice=410.42} is created...
Commodity{m_name='Zinc', m_unitVolume=6, m_decayRatio=0.42, m_currentSupplyAmount=235, m_unitBuyPrice=927.58, m_unitSellPrice=827.58} is created...
Commodity{m_name='Tin', m_unitVolume=12, m_decayRatio=0.57, m_currentSupplyAmount=206, m_unitBuyPrice=900.02, m_unitSellPrice=800.02} is created...
Commodity{m_name='Beryllium', m_unitVolume=5, m_decayRatio=0.64, m_currentSupplyAmount=240, m_unitBuyPrice=781.1, m_unitSellPrice=681.1} is created...
Commodity{m_name='Uranium', m_unitVolume=10, m_decayRatio=0.31, m_currentSupplyAmount=276, m_unitBuyPrice=1148.87, m_unitSellPrice=1048.87} is created...
Commodity{m_name='Thorium', m_unitVolume=14, m_decayRatio=0.35, m_currentSupplyAmount=178, m_unitBuyPrice=424.67, m_unitSellPrice=324.67} is created...
Commodity{m_name='Plutonium', m_unitVolume=5, m_decayRatio=0.32, m_currentSupplyAmount=232, m_unitBuyPrice=602.11, m_unitSellPrice=502.11} is created...
Commodity{m_name='Neptunium', m_unitVolume=12, m_decayRatio=0.2, m_currentSupplyAmount=157, m_unitBuyPrice=861.39, m_unitSellPrice=761.39} is created...
Commodity{m_name='Radium', m_unitVolume=11, m_decayRatio=0.28, m_currentSupplyAmount=231, m_unitBuyPrice=925.75, m_unitSellPrice=825.75} is created...
Commodity{m_name='Neon', m_unitVolume=14, m_decayRatio=0.31, m_currentSupplyAmount=291, m_unitBuyPrice=172.01, m_unitSellPrice=72.00999999999999} is created...
Commodity{m_name='Argon', m_unitVolume=14, m_decayRatio=0.35, m_currentSupplyAmount=273, m_unitBuyPrice=427.36, m_unitSellPrice=327.36} is created...
Commodity{m_name='Krypton', m_unitVolume=11, m_decayRatio=0.38, m_currentSupplyAmount=232, m_unitBuyPrice=977.03, m_unitSellPrice=877.03} is created...
Commodity{m_name='Xenon', m_unitVolume=10, m_decayRatio=0.29, m_currentSupplyAmount=189, m_unitBuyPrice=1090.63, m_unitSellPrice=990.6300000000001} is created...
Commodity{m_name='Nitrogen', m_unitVolume=11, m_decayRatio=0.44, m_currentSupplyAmount=290, m_unitBuyPrice=923.92, m_unitSellPrice=823.92} is created...
Commodity{m_name='Carbon Dioxide', m_unitVolume=12, m_decayRatio=0.21, m_currentSupplyAmount=188, m_unitBuyPrice=1317.71, m_unitSellPrice=1217.71} is created...
Commodity{m_name='Methane', m_unitVolume=9, m_decayRatio=0.56, m_currentSupplyAmount=251, m_unitBuyPrice=842.37, m_unitSellPrice=742.37} is created...
Commodity{m_name='Ammonia', m_unitVolume=11, m_decayRatio=0.65, m_currentSupplyAmount=169, m_unitBuyPrice=861.41, m_unitSellPrice=761.41} is created...
Commodity{m_name='Sulfur', m_unitVolume=9, m_decayRatio=0.34, m_currentSupplyAmount=207, m_unitBuyPrice=1113.5, m_unitSellPrice=1013.5} is created...
Commodity{m_name='Chlorine', m_unitVolume=8, m_decayRatio=0.56, m_currentSupplyAmount=275, m_unitBuyPrice=216.49, m_unitSellPrice=116.49000000000001} is created...
Commodity{m_name='Sodium', m_unitVolume=6, m_decayRatio=0.56, m_currentSupplyAmount=236, m_unitBuyPrice=358.38, m_unitSellPrice=258.38} is created...
Commodity{m_name='Potassium', m_unitVolume=13, m_decayRatio=0.5, m_currentSupplyAmount=204, m_unitBuyPrice=635.59, m_unitSellPrice=535.59} is created...
Commodity{m_name='Magnesium', m_unitVolume=14, m_decayRatio=0.21, m_currentSupplyAmount=204, m_unitBuyPrice=1120.85, m_unitSellPrice=1020.8499999999999} is created...
Commodity{m_name='Calcium', m_unitVolume=12, m_decayRatio=0.34, m_currentSupplyAmount=243, m_unitBuyPrice=185.9, m_unitSellPrice=85.9} is created...
Commodity{m_name='Phosphorus', m_unitVolume=11, m_decayRatio=0.5, m_currentSupplyAmount=229, m_unitBuyPrice=343.76, m_unitSellPrice=243.76} is created...
